"","Langs","speakers","State","year"
"9813","Hawaiian",60," Kentucky","2013"
"10011","Navajo",13," Kentucky","2013"
"10217","Apache",30," Kentucky","2013"
"10313","Hidatsa",20," Kentucky","2013"
"10413","Dakota",75," Kentucky","2013"
"10513","Choctaw",15," Kentucky","2013"
"10614","Cherokee",200," Kentucky","2013"
"10713","Hungarian",299," Kentucky","2013"
"10813","Arabic",6715," Kentucky","2013"
"10913","Hebrew",347," Kentucky","2013"
"11116","Amharic",550," Kentucky","2013"
"11215","Chadic",25," Kentucky","2013"
"11312","Cushite",2005," Kentucky","2013"
"11413","Sudanic",220," Kentucky","2013"
"11513","Swahili",710," Kentucky","2013"
"11610","Bantu",1105," Kentucky","2013"
"11712","Mande",50," Kentucky","2013"
"11810","Fulani",135," Kentucky","2013"
"11911","Kru, Ibo, Yoruba",1180," Kentucky","2013"
"12010","African",80," Kentucky","2013"
"12211","Finnish",135," Kentucky","2013"
"12410","Uncodable",85," Kentucky","2013"
"1180","Population",4255893," Louisiana","2013"
"2102","Only English",3887593," Louisiana","2013"
"5102","Spanish",150415," Louisiana","2013"
"8101","French",101330," Louisiana","2013"
"9101","Patois",130," Louisiana","2013"
"1080","Cajun",18470," Louisiana","2013"
"1190","French Creole",6706," Louisiana","2013"
"1238","Italian",2450," Louisiana","2013"
"1426","Portuguese",3115," Louisiana","2013"
"1620","German",5395," Louisiana","2013"
"1719","Yiddish",52," Louisiana","2013"
"1923","Dutch",395," Louisiana","2013"
"2022","Afrikaans",95," Louisiana","2013"
"2219","Swedish",95," Louisiana","2013"
"2318","Danish",155," Louisiana","2013"
"2418","Norwegian",275," Louisiana","2013"
"2516","Greek",540," Louisiana","2013"
"2615","Russian",1779," Louisiana","2013"
"2715","Polish",844," Louisiana","2013"
"2913","Serbocroatian",300," Louisiana","2013"
"3013","Croatian",660," Louisiana","2013"
"3115","Serbian",30," Louisiana","2013"
"3311","Ukrainian",40," Louisiana","2013"
"3415","Czech",140," Louisiana","2013"
"3517","Slovak",40," Louisiana","2013"
"3617","Bulgarian",160," Louisiana","2013"
"3715","Macedonian",50," Louisiana","2013"
"3818","Armenian",63," Louisiana","2013"
"3916","Persian",1454," Louisiana","2013"
"4018","Hindi",1860," Louisiana","2013"
"4115","Gujarati",1079," Louisiana","2013"
"4217","Urdu",2223," Louisiana","2013"
"4417","India nec3",780," Louisiana","2013"
"4514","Bengali",905," Louisiana","2013"
"4615","Panjabi",475," Louisiana","2013"
"4717","Marathi",355," Louisiana","2013"
"4816","Nepali",340," Louisiana","2013"
"4917","Sindhi",20," Louisiana","2013"
"5013","Pakistan nec3",225," Louisiana","2013"
"5120","Sinhalese",230," Louisiana","2013"
"5317","Jamaican Creole",105," Louisiana","2013"
"5416","Romanian",320," Louisiana","2013"
"5515","Irish Gaelic",65," Louisiana","2013"
"5615","Albanian",120," Louisiana","2013"
"5714","Lithuanian",85," Louisiana","2013"
"6017","Chinese",8240," Louisiana","2013"
"6115","Cantonese",385," Louisiana","2013"
"6215","Mandarin",570," Louisiana","2013"
"6316","Formosan",275," Louisiana","2013"
"6416","Japanese",2079," Louisiana","2013"
"6516","Korean",3112," Louisiana","2013"
"6616","Mon-Khmer, Cambodian",334," Louisiana","2013"
"6716","Hmong",67," Louisiana","2013"
"6814","Thai",506," Louisiana","2013"
"6917","Laotian",2002," Louisiana","2013"
"7018","Vietnamese",26185," Louisiana","2013"
"7215","Uighur",15," Louisiana","2013"
"7317","Turkish",525," Louisiana","2013"
"7418","Telugu",1200," Louisiana","2013"
"7515","Kannada",180," Louisiana","2013"
"7614","Malayalam",215," Louisiana","2013"
"7716","Tamil",315," Louisiana","2013"
"7816","Burmese",295," Louisiana","2013"
"7914","Kachin",80," Louisiana","2013"
"8015","Tagalog",4580," Louisiana","2013"
"8218","Indonesian",465," Louisiana","2013"
"8317","Malay",85," Louisiana","2013"
"8415","Bisayan",65," Louisiana","2013"
"8517","Sebuano",75," Louisiana","2013"
"8615","Ilocano",55," Louisiana","2013"
"8717","Chamorro",145," Louisiana","2013"
"8817","Marshallese",40," Louisiana","2013"
"8915","Yapese",80," Louisiana","2013"
"9018","Samoan",190," Louisiana","2013"
"9122","Hawaiian",55," Louisiana","2013"
"9318","Navajo",45," Louisiana","2013"
"9515","Passamaquoddy",35," Louisiana","2013"
"9618","Choctaw",200," Louisiana","2013"
"9717","Koasati",125," Louisiana","2013"
"9814","Chetemacha",65," Louisiana","2013"
"9915","Cherokee",45," Louisiana","2013"
"10012","American Indian",110," Louisiana","2013"
"10118","Hungarian",303," Louisiana","2013"
"10218","Arabic",6739," Louisiana","2013"
"10314","Hebrew",364," Louisiana","2013"
"10514","Amharic",345," Louisiana","2013"
"10615","Berber",35," Louisiana","2013"
"10714","Chadic",160," Louisiana","2013"
"10814","Cushite",200," Louisiana","2013"
"10914","Swahili",365," Louisiana","2013"
"11017","Bantu",265," Louisiana","2013"
"11117","Fulani",60," Louisiana","2013"
"11216","Kru, Ibo, Yoruba",1195," Louisiana","2013"
"11313","African",60," Louisiana","2013"
"11514","Finnish",55," Louisiana","2013"
"11611","Caucasian",30," Louisiana","2013"
"11713","Uncodable",250," Louisiana","2013"
"1200","Population",1261144," Maine","2013"
"2103","Only English",1175657," Maine","2013"
"5103","Spanish",11600," Maine","2013"
"8102","French",45350," Maine","2013"
"9102","Patois",125," Maine","2013"
"1090","French Creole",123," Maine","2013"
"11100","Italian",1019," Maine","2013"
"1327","Portuguese",675," Maine","2013"
"1527","German",3415," Maine","2013"
"1622","Yiddish",42," Maine","2013"
"1822","Pennsylvania Dutch",85," Maine","2013"
"1924","Dutch",435," Maine","2013"
"2119","Swedish",315," Maine","2013"
"2220","Danish",105," Maine","2013"
"2319","Norwegian",50," Maine","2013"
"2419","Greek",710," Maine","2013"
"2517","Russian",1567," Maine","2013"
"2616","Polish",673," Maine","2013"
"2816","Serbocroatian",40," Maine","2013"
"2914","Croatian",70," Maine","2013"
"3014","Serbian",140," Maine","2013"
"3217","Ukrainian",50," Maine","2013"
"3312","Czech",185," Maine","2013"
"3416","Slovak",45," Maine","2013"
"3518","Bulgarian",120," Maine","2013"
"3618","Macedonian",45," Maine","2013"
"3716","Armenian",99," Maine","2013"
"3819","Persian",572," Maine","2013"
"3917","Hindi",496," Maine","2013"
"4019","Gujarati",123," Maine","2013"
"4116","Urdu",225," Maine","2013"
"4315","Bengali",60," Maine","2013"
"4418","Marathi",40," Maine","2013"
"4515","Sinhalese",35," Maine","2013"
"4718","Jamaican Creole",45," Maine","2013"
"4817","Romanian",80," Maine","2013"
"4918","Irish Gaelic",100," Maine","2013"
"5014","Scottic Gaelic",45," Maine","2013"
"5121","Albanian",75," Maine","2013"
"5218","Lithuanian",100," Maine","2013"
"5318","Latvian",20," Maine","2013"
"5417","Pashto",20," Maine","2013"
"5715","Chinese",1955," Maine","2013"
"5817","Cantonese",205," Maine","2013"
"5917","Mandarin",320," Maine","2013"
"6018","Formosan",35," Maine","2013"
"6116","Japanese",839," Maine","2013"
"6216","Korean",873," Maine","2013"
"6317","Mon-Khmer, Cambodian",984," Maine","2013"
"6417","Thai",489," Maine","2013"
"6517","Laotian",96," Maine","2013"
"6617","Vietnamese",1807," Maine","2013"
"6815","Turkish",250," Maine","2013"
"6918","Telugu",285," Maine","2013"
"7019","Kannada",20," Maine","2013"
"7114","Malayalam",150," Maine","2013"
"7216","Tamil",75," Maine","2013"
"7318","Burmese",25," Maine","2013"
"7419","Tagalog",1423," Maine","2013"
"7615","Indonesian",25," Maine","2013"
"7717","Bisayan",45," Maine","2013"
"7817","Chamorro",10," Maine","2013"
"8016","Navajo",17," Maine","2013"
"8219","Micmac",90," Maine","2013"
"8318","Passamaquoddy",785," Maine","2013"
"8416","Penobscot",70," Maine","2013"
"8518","Abnaki",30," Maine","2013"
"8616","American Indian",20," Maine","2013"
"8718","Hungarian",25," Maine","2013"
"8818","Arabic",1255," Maine","2013"
"8916","Hebrew",146," Maine","2013"
"9123","Amharic",235," Maine","2013"
"9217","Chadic",55," Maine","2013"
"9319","Cushite",2055," Maine","2013"
"9417","Sudanic",25," Maine","2013"
"9516","Nilotic",395," Maine","2013"
"9619","Nilo-Hamitic",160," Maine","2013"
"9718","Swahili",165," Maine","2013"
"9815","Bantu",265," Maine","2013"
"9916","Kru, Ibo, Yoruba",50," Maine","2013"
"10013","Mbum (and related)",160," Maine","2013"
"10219","Finnish",140," Maine","2013"
"10315","Uncodable",30," Maine","2013"
"1239","Population",5467945," Maryland","2013"
"2104","Only English",4553640," Maryland","2013"
"5104","Spanish",378010," Maryland","2013"
"8103","French",50635," Maryland","2013"
"9103","Patois",2310," Maryland","2013"
"10100","French Creole",11932," Maryland","2013"
"11101","Italian",10135," Maryland","2013"
"1328","Portuguese",10960," Maryland","2013"
"1528","German",18285," Maryland","2013"
"1623","Yiddish",1003," Maryland","2013"
"1823","Pennsylvania Dutch",1195," Maryland","2013"
"1925","Dutch",2040," Maryland","2013"
"2023","Afrikaans",435," Maryland","2013"
"2222","Swedish",1010," Maryland","2013"
"2320","Danish",700," Maryland","2013"
"2420","Norwegian",440," Maryland","2013"
"2518","Icelandic",110," Maryland","2013"
"2617","Greek",9848," Maryland","2013"
"2716","Russian",21388," Maryland","2013"
"2817","Polish",4356," Maryland","2013"
"3015","Serbocroatian",925," Maryland","2013"
"3116","Croatian",295," Maryland","2013"
"3218","Serbian",900," Maryland","2013"
"3417","Ukrainian",2155," Maryland","2013"
"3519","Czech",915," Maryland","2013"
"3619","Slovak",550," Maryland","2013"
"3717","Bulgarian",1545," Maryland","2013"
"3820","Slovene",210," Maryland","2013"
"3918","Armenian",1634," Maryland","2013"
"4020","Persian",13898," Maryland","2013"
"4117","Hindi",16192," Maryland","2013"
"4218","Gujarati",9631," Maryland","2013"
"4316","Urdu",16765," Maryland","2013"
"4516","India nec3",560," Maryland","2013"
"4616","Bengali",8435," Maryland","2013"
"4719","Panjabi",3270," Maryland","2013"
"4818","Marathi",1600," Maryland","2013"
"4919","Oriya",170," Maryland","2013"
"5015","Kashmiri",120," Maryland","2013"
"5122","Nepali",4240," Maryland","2013"
"5219","Sindhi",255," Maryland","2013"
"5319","Pakistan nec3",815," Maryland","2013"
"5418","Sinhalese",1885," Maryland","2013"
"5516","Romany",35," Maryland","2013"
"5716","Jamaican Creole",730," Maryland","2013"
"5818","Krio",2360," Maryland","2013"
"5918","Pidgin",500," Maryland","2013"
"6019","Catalonian",155," Maryland","2013"
"6117","Romanian",1930," Maryland","2013"
"6217","Welsh",30," Maryland","2013"
"6318","Irish Gaelic",340," Maryland","2013"
"6418","Albanian",685," Maryland","2013"
"6518","Lithuanian",630," Maryland","2013"
"6618","Latvian",830," Maryland","2013"
"6717","Pashto",375," Maryland","2013"
"6816","Kurdish",140," Maryland","2013"
"7115","Chinese",46830," Maryland","2013"
"7217","Cantonese",3820," Maryland","2013"
"7319","Mandarin",9210," Maryland","2013"
"7420","Formosan",2020," Maryland","2013"
"7516","Wu",45," Maryland","2013"
"7616","Japanese",6249," Maryland","2013"
"7718","Korean",38029," Maryland","2013"
"7818","Mon-Khmer, Cambodian",1974," Maryland","2013"
"7915","Hmong",7," Maryland","2013"
"8017","Thai",3710," Maryland","2013"
"8120","Laotian",914," Maryland","2013"
"8220","Vietnamese",21268," Maryland","2013"
"8417","Kirghiz",55," Maryland","2013"
"8519","Uighur",205," Maryland","2013"
"8617","Azerbaijani",270," Maryland","2013"
"8719","Turkish",3555," Maryland","2013"
"8819","Mongolian",170," Maryland","2013"
"8917","Dravidian",40," Maryland","2013"
"9019","Gondi",75," Maryland","2013"
"9124","Telugu",6845," Maryland","2013"
"9218","Kannada",1245," Maryland","2013"
"9320","Malayalam",4190," Maryland","2013"
"9418","Tamil",6135," Maryland","2013"
"9517","Munda",15," Maryland","2013"
"9620","Tibetan",280," Maryland","2013"
"9719","Burmese",2330," Maryland","2013"
"9816","Paleo-siberian",45," Maryland","2013"
"9917","Tagalog",32818," Maryland","2013"
"10119","Indonesian",1590," Maryland","2013"
"10220","Balinese",275," Maryland","2013"
"10316","Malagasy",120," Maryland","2013"
"10414","Malay",315," Maryland","2013"
"10515","Bisayan",395," Maryland","2013"
"10616","Sebuano",400," Maryland","2013"
"10715","Ilocano",590," Maryland","2013"
"10815","Pampangan",280," Maryland","2013"
"10915","Chamorro",35," Maryland","2013"
"11018","Palau",100," Maryland","2013"
"11118","Samoan",65," Maryland","2013"
"11217","Tongan",80," Maryland","2013"
"11314","Hawaiian",60," Maryland","2013"
"11515","Navajo",97," Maryland","2013"
"11714","Ojibwa",70," Maryland","2013"
"11811","Makah",35," Maryland","2013"
"11912","Dakota",65," Maryland","2013"
"12011","Choctaw",520," Maryland","2013"
"12114","Muskogee",80," Maryland","2013"
"12212","Keres",70," Maryland","2013"
"12310","Cherokee",55," Maryland","2013"
"12411","Zuni",35," Maryland","2013"
"1258","American Indian",135," Maryland","2013"
"12610","Hungarian",2057," Maryland","2013"
"1278","Arabic",14847," Maryland","2013"
"1289","Hebrew",6092," Maryland","2013"
"1308","Amharic",19855," Maryland","2013"
"13114","Berber",260," Maryland","2013"
"1329","Chadic",460," Maryland","2013"
"1336","Cushite",1375," Maryland","2013"
"1346","Nilotic",145," Maryland","2013"
"1357","Khoisan",55," Maryland","2013"
"1366","Swahili",6170," Maryland","2013"
"1376","Bantu",3925," Maryland","2013"
"1385","Mande",1430," Maryland","2013"
"1396","Fulani",3425," Maryland","2013"
"1405","Gur",110," Maryland","2013"
"14111","Kru, Ibo, Yoruba",33510," Maryland","2013"
"1427","Efik",430," Maryland","2013"
"1436","Mbum (and related)",80," Maryland","2013"
"1445","African",230," Maryland","2013"
"1466","Finnish",260," Maryland","2013"
"1476","Estonian",225," Maryland","2013"
"1484","Caucasian",310," Maryland","2013"
"1504","Quechua",45," Maryland","2013"
"15111","Uncodable",80," Maryland","2013"
"1240","Population",6238762," Massachusetts","2013"
"2105","Only English",4871680," Massachusetts","2013"
"5105","Spanish",502615," Massachusetts","2013"
"8104","French",60905," Massachusetts","2013"
"9104","Patois",2005," Massachusetts","2013"
"10101","Cajun",30," Massachusetts","2013"
"11102","French Creole",64549," Massachusetts","2013"
"1250","Italian",38919," Massachusetts","2013"
"1428","Portuguese",181810," Massachusetts","2013"
"1529","Papia Mentae",110," Massachusetts","2013"
"1720","German",17515," Massachusetts","2013"
"1824","Yiddish",785," Massachusetts","2013"
"2024","Dutch",3365," Massachusetts","2013"
"2120","Afrikaans",375," Massachusetts","2013"
"2321","Swedish",2185," Massachusetts","2013"
"2421","Danish",800," Massachusetts","2013"
"2519","Norwegian",825," Massachusetts","2013"
"2618","Icelandic",215," Massachusetts","2013"
"2717","Greek",23991," Massachusetts","2013"
"2818","Russian",36549," Massachusetts","2013"
"2915","Polish",19235," Massachusetts","2013"
"3117","Serbocroatian",3170," Massachusetts","2013"
"3219","Croatian",770," Massachusetts","2013"
"3313","Serbian",870," Massachusetts","2013"
"3520","Bielorussian",100," Massachusetts","2013"
"3620","Ukrainian",3000," Massachusetts","2013"
"3718","Czech",1000," Massachusetts","2013"
"3821","Slovak",235," Massachusetts","2013"
"3919","Bulgarian",2300," Massachusetts","2013"
"4021","Macedonian",290," Massachusetts","2013"
"4118","Slovene",45," Massachusetts","2013"
"4219","Armenian",8104," Massachusetts","2013"
"4317","Persian",6453," Massachusetts","2013"
"4419","Hindi",18845," Massachusetts","2013"
"4517","Gujarati",8926," Massachusetts","2013"
"4617","Urdu",6303," Massachusetts","2013"
"4819","India nec3",1415," Massachusetts","2013"
"4920","Bengali",4995," Massachusetts","2013"
"5016","Panjabi",2980," Massachusetts","2013"
"5123","Marathi",3020," Massachusetts","2013"
"5220","Oriya",85," Massachusetts","2013"
"5320","Assamese",80," Massachusetts","2013"
"5419","Kashmiri",40," Massachusetts","2013"
"5517","Nepali",5415," Massachusetts","2013"
"5616","Sindhi",125," Massachusetts","2013"
"5717","Pakistan nec3",185," Massachusetts","2013"
"5819","Sinhalese",500," Massachusetts","2013"
"6020","Jamaican Creole",875," Massachusetts","2013"
"6118","Krio",95," Massachusetts","2013"
"6218","Pidgin",40," Massachusetts","2013"
"6319","Catalonian",105," Massachusetts","2013"
"6419","Romanian",2675," Massachusetts","2013"
"6519","Welsh",95," Massachusetts","2013"
"6619","Irish Gaelic",2445," Massachusetts","2013"
"6718","Scottic Gaelic",145," Massachusetts","2013"
"6817","Albanian",9580," Massachusetts","2013"
"6919","Lithuanian",2345," Massachusetts","2013"
"7020","Latvian",505," Massachusetts","2013"
"7116","Pashto",325," Massachusetts","2013"
"7218","Kurdish",115," Massachusetts","2013"
"7517","Chinese",70395," Massachusetts","2013"
"7617","Cantonese",18920," Massachusetts","2013"
"7719","Mandarin",15365," Massachusetts","2013"
"7819","Fuchow",215," Massachusetts","2013"
"7916","Formosan",1730," Massachusetts","2013"
"8018","Wu",60," Massachusetts","2013"
"8121","Japanese",8408," Massachusetts","2013"
"8221","Korean",16962," Massachusetts","2013"
"8319","Mon-Khmer, Cambodian",21869," Massachusetts","2013"
"8418","Hmong",563," Massachusetts","2013"
"8520","Thai",2753," Massachusetts","2013"
"8618","Laotian",3113," Massachusetts","2013"
"8720","Vietnamese",40302," Massachusetts","2013"
"8918","Kazakh",30," Massachusetts","2013"
"9020","Uighur",55," Massachusetts","2013"
"9125","Azerbaijani",160," Massachusetts","2013"
"9219","Turkish",4425," Massachusetts","2013"
"9321","Mongolian",205," Massachusetts","2013"
"9419","Gondi",30," Massachusetts","2013"
"9518","Telugu",7625," Massachusetts","2013"
"9621","Kannada",2315," Massachusetts","2013"
"9720","Malayalam",2505," Massachusetts","2013"
"9817","Tamil",7630," Massachusetts","2013"
"9918","Munda",130," Massachusetts","2013"
"10014","Tibetan",760," Massachusetts","2013"
"10120","Burmese",1010," Massachusetts","2013"
"10221","Karen",50," Massachusetts","2013"
"10317","Tagalog",8214," Massachusetts","2013"
"10516","Indonesian",1045," Massachusetts","2013"
"10617","Malay",350," Massachusetts","2013"
"10716","Bisayan",215," Massachusetts","2013"
"10816","Sebuano",30," Massachusetts","2013"
"10916","Chamorro",100," Massachusetts","2013"
"11019","Tongan",55," Massachusetts","2013"
"11119","Hawaiian",110," Massachusetts","2013"
"11315","Navajo",52," Massachusetts","2013"
"11516","Algonquian",90," Massachusetts","2013"
"11612","Micmac",20," Massachusetts","2013"
"11715","Ojibwa",125," Massachusetts","2013"
"11812","Kuchin",105," Massachusetts","2013"
"11913","Choctaw",65," Massachusetts","2013"
"12012","Keres",40," Massachusetts","2013"
"12115","Tiwa",30," Massachusetts","2013"
"12213","Hungarian",1518," Massachusetts","2013"
"12311","Arabic",29436," Massachusetts","2013"
"12412","Hebrew",7348," Massachusetts","2013"
"12611","Amharic",4900," Massachusetts","2013"
"1279","Berber",120," Massachusetts","2013"
"12810","Chadic",335," Massachusetts","2013"
"1299","Cushite",2860," Massachusetts","2013"
"1309","Sudanic",215," Massachusetts","2013"
"13115","Swahili",7000," Massachusetts","2013"
"13210","Bantu",4015," Massachusetts","2013"
"1337","Mande",455," Massachusetts","2013"
"1347","Fulani",400," Massachusetts","2013"
